Ngay,ETF_VN30,SP500,VANG,BITCOIN
2022-08-31,0.0,-0.04244012827299837,-0.028419067951734434,-0.14085561097213029
2022-09-30,0.0,-0.09339567201327437,-0.02942551551685535,-0.030822039575552185
2022-10-31,0.0,0.0798634138370089,-0.015940808235575088,0.05475483351418764
2022-11-30,,0.053752893352493114,0.06730238641898212,-0.16233625149087516
2022-12-31,,-0.05897147407473047,0.042210739502792194,-0.03617484988577191
2023-01-31,,0.0617528578346791,0.060339644872449805,0.398355562196792
2023-02-28,,-0.02611249393181858,-0.05213784689605472,0.00034877106732977836
2023-03-31,,0.03505161257710898,0.0766034084508378,0.23031275933019146
2023-04-30,,0.014642341662481018,0.010716087143695985,0.027751556410733347
2023-05-31,,0.002482347368192972,-0.013165143205512098,-0.070011342199917
2023-06-30,,0.06472746490423464,-0.02179339492645227,0.11967798146804087
2023-07-31,,0.031138932355010862,0.025714447473768498,-0.04092037651288716
2023-08-31,,-0.017716390070854016,-0.0163918035159224,-0.11285070504336647
2023-09-30,,-0.048719367465624885,-0.046486419283759295,0.039968549920561314
2023-10-31,,-0.02197968873798295,0.07418428515614806,0.28551947543569023
2023-11-30,,0.08917926878197013,0.026647202153533778,0.08783270039094293
2023-12-31,,0.04422923115636013,0.011922833545408684,0.12071360157473277
2024-01-31,,0.015895707598991615,-0.006788208234537851,0.007510151676246579
2024-02-29,,0.05172064062372317,-0.0013180781588525425,0.43716858418659976
2024-03-31,,0.031018779915342964,0.08393212849886278,0.16561329171152273
2024-04-30,,-0.04161507173789869,0.033372419617130555,-0.14995437921729393
2024-05-31,,0.0480211901511991,0.013747054788550983,0.11304277803921714
2024-06-30,,0.03466980128308328,0.0020664036462707536,-0.07131456883230869
2024-07-31,,0.011321316887868749,0.04244535416963191,0.030966973402063003
2024-08-31,,0.022834706936630367,0.027735441511693715,-0.08742521094720224
2024-09-30,,0.020196884090601275,0.05706153101368083,0.07392927032290175
2024-10-31,,-0.009896743303151712,0.038769374221692354,0.10872796248193972
2024-11-30,,0.057301295482098835,-0.02968997092298853,0.3736209803256596
2024-12-31,,-0.02499013704848363,-0.010462946491578862,-0.03131032825862812
2025-01-31,,0.0270163042404441,0.06971704405609214,0.09607082167329573
2025-02-28,0.014529914529914478,-0.014242092699825126,0.008640017361111196,-0.17608526437187266
2025-03-31,0.0033698399326032025,-0.05754469768137538,0.10081782116372495,-0.021619399346929025
2025-04-30,-0.03904282115869018,-0.007624943346289825,0.058345058384461135,0.14123018539860022
2025-05-31,0.10484927916120568,0.06152382614078289,-0.004871436507186133,0.11072156686350643
2025-06-30,0.022538552787663146,0.049606839467715824,0.0016722916973181956,0.023865516830480216
2025-07-31,0.11330239752513527,0.0216665625306407,-0.0003642396817160609,0.08048574368152783
2025-08-31,0.13928447377561648,0.019066444295036122,0.054809912145106665,-0.06497588926270748
2025-09-30,0.0,0.035323687218701494,0.10567985226599852,0.053765260876786236
2025-10-31,0.04939024390243896,0.0226868719049238,0.03681522092952827,-0.039453588451788923
2025-11-30,-0.018884369552585656,0.0012996181666717899,0.05928879925935049,-0.1749043673304268
2025-12-31,0.06870002961208166,-0.0005241344225139777,0.025436857961000037,-0.031921083253993454
2026-01-31,-0.004987531172069848,0.013662958900920286,0.08976784629210033,-0.10156359224471101
2026-02-28,0.013645224171539905,-0.008668344740704326,0.10959080768757867,-0.14786431722631777
2026-03-31,-0.10879120879120874,-0.050932690968577,-0.1114424820464105,0.01847059111628857
2026-04-30,0.1057336621454994,0.10423338582985764,-0.00707890129366795,0.1182854461667826
2026-05-31,-0.003345413994981894,0.05147035515724263,-0.011745117346421585,-0.035707451443659055
2026-06-30,0.0033566433566434295,-0.010646379407113993,-0.11788183261840812,-0.20414367925930643
2026-07-31,-0.06049623640925561,-0.0012853961689047733,0.006512763416568257,0.07265999994129846
2026-08-31,0.004451038575667754,0.020219706085430778,0.13590669319487336,0.19227249160915272

